accession,name,monoisotopic_mass,formula
HMDB0283712,"PE(22:0/20:3(5Z,8Z,14Z)-O(11S,12R))",839.604020351,C47H86NO9P
HMDB0283713,"PE(20:3(5Z,8Z,14Z)-O(11S,12R)/22:0)",839.604020351,C47H86NO9P
HMDB0283714,"PE(22:0/20:3(5Z,11Z,14Z)-O(8,9))",839.604020351,C47H86NO9P
HMDB0283715,"PE(20:3(5Z,11Z,14Z)-O(8,9)/22:0)",839.604020351,C47H86NO9P
HMDB0283716,"PE(22:0/20:3(8Z,11Z,14Z)-O(5,6))",839.604020351,C47H86NO9P
HMDB0283717,"PE(20:3(8Z,11Z,14Z)-O(5,6)/22:0)",839.604020351,C47H86NO9P
HMDB0283718,"PE(22:0/20:4(5Z,8Z,11Z,14Z)-OH(20))",839.604020351,C47H86NO9P
HMDB0283719,"PE(20:4(5Z,8Z,11Z,14Z)-OH(20)/22:0)",839.604020351,C47H86NO9P
HMDB0283720,"PE(22:0/20:4(6E,8Z,11Z,14Z)-OH(5S))",839.604020351,C47H86NO9P
HMDB0283721,"PE(20:4(6E,8Z,11Z,14Z)-OH(5S)/22:0)",839.604020351,C47H86NO9P
HMDB0283722,"PE(22:0/20:4(5Z,8Z,11Z,14Z)-OH(19S))",839.604020351,C47H86NO9P
HMDB0283723,"PE(20:4(5Z,8Z,11Z,14Z)-OH(19S)/22:0)",839.604020351,C47H86NO9P
HMDB0283724,"PE(22:0/20:4(5Z,8Z,11Z,14Z)-OH(18R))",839.604020351,C47H86NO9P
HMDB0283725,"PE(20:4(5Z,8Z,11Z,14Z)-OH(18R)/22:0)",839.604020351,C47H86NO9P
HMDB0283726,"PE(22:0/20:4(5Z,8Z,11Z,14Z)-OH(17))",839.604020351,C47H86NO9P
HMDB0283727,"PE(20:4(5Z,8Z,11Z,14Z)-OH(17)/22:0)",839.604020351,C47H86NO9P
HMDB0283728,"PE(22:0/20:4(5Z,8Z,11Z,14Z)-OH(16R))",839.604020351,C47H86NO9P
HMDB0283729,"PE(20:4(5Z,8Z,11Z,14Z)-OH(16R)/22:0)",839.604020351,C47H86NO9P
HMDB0283730,"PE(22:0/20:4(5Z,8Z,11Z,13E)-OH(15S))",839.604020351,C47H86NO9P
HMDB0283731,"PE(20:4(5Z,8Z,11Z,13E)-OH(15S)/22:0)",839.604020351,C47H86NO9P
HMDB0283732,"PE(22:0/20:4(5Z,8Z,10E,14Z)-OH(12S))",839.604020351,C47H86NO9P
HMDB0283733,"PE(20:4(5Z,8Z,10E,14Z)-OH(12S)/22:0)",839.604020351,C47H86NO9P
HMDB0283734,"PE(22:0/20:4(5E,8Z,12Z,14Z)-OH(11R))",839.604020351,C47H86NO9P
HMDB0283735,"PE(20:4(5E,8Z,12Z,14Z)-OH(11R)/22:0)",839.604020351,C47H86NO9P
HMDB0283736,"PE(22:0/20:4(5Z,7E,11Z,14Z)-OH(9))",839.604020351,C47H86NO9P
HMDB0283737,"PE(20:4(5Z,7E,11Z,14Z)-OH(9)/22:0)",839.604020351,C47H86NO9P
HMDB0283738,PE(22:0/PGE2),871.593849591,C47H86NO11P
HMDB0283739,PE(PGE2/22:0),871.593849591,C47H86NO11P
HMDB0283740,PE(22:0/PGD2),871.593849591,C47H86NO11P
HMDB0283741,PE(PGD2/22:0),871.593849591,C47H86NO11P
HMDB0283742,PE(22:0/6 keto-PGF1alpha),889.604414276,C47H88NO12P
HMDB0283743,PE(6 keto-PGF1alpha/22:0),889.604414276,C47H88NO12P
HMDB0283744,PE(22:0/PGF2alpha),873.609499656,C47H88NO11P
HMDB0283745,PE(PGF2alpha/22:0),873.609499656,C47H88NO11P
HMDB0283746,PE(22:0/PGJ2),853.583284907,C47H84NO10P
HMDB0283747,PE(PGJ2/22:0),853.583284907,C47H84NO10P
HMDB0283748,PE(22:0/LTE4),958.60811993,C50H91N2O11PS
HMDB0283749,PE(LTE4/22:0),958.60811993,C50H91N2O11PS
HMDB0283750,"PE(22:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))",855.598934971,C47H86NO10P
HMDB0283751,"PE(20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/22:0)",855.598934971,C47H86NO10P
HMDB0283752,PE(22:0/TXB2),889.604414276,C47H88NO12P
HMDB0283753,PE(TXB2/22:0),889.604414276,C47H88NO12P
HMDB0283754,"PE(22:0/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))",871.593849591,C47H86NO11P
HMDB0283755,"PE(20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S)/22:0)",871.593849591,C47H86NO11P
HMDB0283756,"PE(22:0/20:3(8Z,11Z,14Z)-2OH(5,6))",857.614585036,C47H88NO10P
HMDB0283757,"PE(20:3(8Z,11Z,14Z)-2OH(5,6)/22:0)",857.614585036,C47H88NO10P
HMDB0283758,PE(22:0/5-iso PGF2VI),845.578199527,C45H84NO11P
HMDB0283759,PE(5-iso PGF2VI/22:0),845.578199527,C45H84NO11P
HMDB0283760,"PE(22:0/20:4(6E,8Z,11Z,14Z)+=O(5))",837.588370287,C47H84NO9P
HMDB0283761,"PE(20:4(6E,8Z,11Z,14Z)+=O(5)/22:0)",837.588370287,C47H84NO9P
HMDB0283762,"PE(22:0/20:4(5Z,8Z,11Z,13E)+=O(15))",837.588370287,C47H84NO9P
HMDB0283763,"PE(20:4(5Z,8Z,11Z,13E)+=O(15)/22:0)",837.588370287,C47H84NO9P
HMDB0283764,"PE(22:0/18:2(10E,12Z)+=O(9))",813.588370287,C45H84NO9P
HMDB0283765,"PE(18:2(10E,12Z)+=O(9)/22:0)",813.588370287,C45H84NO9P
HMDB0283766,"PE(22:0/18:2(9Z,11E)+=O(13))",813.588370287,C45H84NO9P
HMDB0283767,"PE(18:2(9Z,11E)+=O(13)/22:0)",813.588370287,C45H84NO9P
HMDB0283768,"PE(22:0/18:1(12Z)-2OH(9,10))",833.614585036,C45H88NO10P
HMDB0283769,"PE(18:1(12Z)-2OH(9,10)/22:0)",833.614585036,C45H88NO10P
HMDB0283770,"PE(22:0/18:1(12Z)-O(9S,10R))",815.604020351,C45H86NO9P
HMDB0283771,"PE(18:1(12Z)-O(9S,10R)/22:0)",815.604020351,C45H86NO9P
HMDB0283772,"PE(22:0/18:1(9Z)-O(12,13))",815.604020351,C45H86NO9P
HMDB0283773,"PE(18:1(9Z)-O(12,13)/22:0)",815.604020351,C45H86NO9P
HMDB0283774,"PE(22:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))",837.588370287,C47H84NO9P
HMDB0283775,"PE(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/22:0)",837.588370287,C47H84NO9P
HMDB0283776,"PE(22:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))",837.588370287,C47H84NO9P
HMDB0283777,"PE(20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/22:0)",837.588370287,C47H84NO9P
HMDB0283778,"PE(22:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))",837.588370287,C47H84NO9P
HMDB0283779,"PE(20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/22:0)",837.588370287,C47H84NO9P
HMDB0283780,"PE(22:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))",837.588370287,C47H84NO9P
HMDB0283781,"PE(20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/22:0)",837.588370287,C47H84NO9P
HMDB0283782,"PE(22:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))",879.598934971,C49H86NO10P
HMDB0283783,"PE(22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S)/22:0)",879.598934971,C49H86NO10P
HMDB0283784,"PE(22:0/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))",869.578199527,C47H84NO11P
HMDB0283785,"PE(20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15)/22:0)",869.578199527,C47H84NO11P
HMDB0283786,"PE(22:0/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))",855.598934971,C47H86NO10P
HMDB0283787,"PE(20:4(6E,8Z,11Z,13E)-2OH(5S,15S)/22:0)",855.598934971,C47H86NO10P
HMDB0283788,"PE(22:0/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))",855.598934971,C47H86NO10P
HMDB0283789,"PE(20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R)/22:0)",855.598934971,C47H86NO10P
HMDB0283790,"PE(22:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))",863.604020351,C49H86NO9P
HMDB0283791,"PE(22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4)/22:0)",863.604020351,C49H86NO9P
HMDB0283792,"PE(22:0/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))",863.604020351,C49H86NO9P
HMDB0283793,"PE(22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7)/22:0)",863.604020351,C49H86NO9P
HMDB0283794,"PE(22:0/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))",863.604020351,C49H86NO9P
HMDB0283795,"PE(22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14)/22:0)",863.604020351,C49H86NO9P
HMDB0283796,"PE(22:0/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))",863.604020351,C49H86NO9P
HMDB0283797,"PE(22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17)/22:0)",863.604020351,C49H86NO9P
HMDB0283798,"PE(22:0/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))",879.598934971,C49H86NO10P
HMDB0283799,"PE(22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17)/22:0)",879.598934971,C49H86NO10P
HMDB0283800,"PE(22:0/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))",863.604020351,C49H86NO9P
HMDB0283801,"PE(22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17)/22:0)",863.604020351,C49H86NO9P
HMDB0283802,"PE(22:0/18:3(10,12,15)-OH(9))",813.588370287,C45H84NO9P
HMDB0283803,"PE(18:3(10,12,15)-OH(9)/22:0)",813.588370287,C45H84NO9P
HMDB0283804,"PE(22:0/18:3(9,11,15)-OH(13))",813.588370287,C45H84NO9P
HMDB0283805,"PE(18:3(9,11,15)-OH(13)/22:0)",813.588370287,C45H84NO9P
HMDB0283806,PE(22:0/PGE1),873.609499656,C47H88NO11P
HMDB0283807,PE(PGE1/22:0),873.609499656,C47H88NO11P
HMDB0283808,PE(22:0/PGD1),873.609499656,C47H88NO11P
HMDB0283809,PE(PGD1/22:0),873.609499656,C47H88NO11P
HMDB0283810,PE(22:0/PGF1alpha),875.62514972,C47H90NO11P
HMDB0283811,PE(PGF1alpha/22:0),875.62514972,C47H90NO11P
HMDB0283812,"PE(22:0/20:3(6,8,11)-OH(5))",841.619670416,C47H88NO9P
HMDB0283813,"PE(20:3(6,8,11)-OH(5)/22:0)",841.619670416,C47H88NO9P
HMDB0283814,"PE(22:1(13Z)/20:3(5Z,8Z,11Z)-O(14R,15S))",837.588370287,C47H84NO9P
HMDB0283815,"PE(20:3(5Z,8Z,11Z)-O(14R,15S)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283816,"PE(22:1(13Z)/20:3(5Z,8Z,14Z)-O(11S,12R))",837.588370287,C47H84NO9P
HMDB0283817,"PE(20:3(5Z,8Z,14Z)-O(11S,12R)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283818,"PE(22:1(13Z)/20:3(5Z,11Z,14Z)-O(8,9))",837.588370287,C47H84NO9P
HMDB0283819,"PE(20:3(5Z,11Z,14Z)-O(8,9)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283820,"PE(22:1(13Z)/20:3(8Z,11Z,14Z)-O(5,6))",837.588370287,C47H84NO9P
HMDB0283821,"PE(20:3(8Z,11Z,14Z)-O(5,6)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283822,"PE(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)-OH(20))",837.588370287,C47H84NO9P
HMDB0283823,"PE(20:4(5Z,8Z,11Z,14Z)-OH(20)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283824,"PE(22:1(13Z)/20:4(6E,8Z,11Z,14Z)-OH(5S))",837.588370287,C47H84NO9P
HMDB0283825,"PE(20:4(6E,8Z,11Z,14Z)-OH(5S)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283826,"PE(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)-OH(19S))",837.588370287,C47H84NO9P
HMDB0283827,"PE(20:4(5Z,8Z,11Z,14Z)-OH(19S)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283828,"PE(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)-OH(18R))",837.588370287,C47H84NO9P
HMDB0283829,"PE(20:4(5Z,8Z,11Z,14Z)-OH(18R)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283830,"PE(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)-OH(17))",837.588370287,C47H84NO9P
HMDB0283831,"PE(20:4(5Z,8Z,11Z,14Z)-OH(17)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283832,"PE(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)-OH(16R))",837.588370287,C47H84NO9P
HMDB0283833,"PE(20:4(5Z,8Z,11Z,14Z)-OH(16R)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283834,"PE(22:1(13Z)/20:4(5Z,8Z,11Z,13E)-OH(15S))",837.588370287,C47H84NO9P
HMDB0283835,"PE(20:4(5Z,8Z,11Z,13E)-OH(15S)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283836,"PE(22:1(13Z)/20:4(5Z,8Z,10E,14Z)-OH(12S))",837.588370287,C47H84NO9P
HMDB0283837,"PE(20:4(5Z,8Z,10E,14Z)-OH(12S)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283838,"PE(22:1(13Z)/20:4(5E,8Z,12Z,14Z)-OH(11R))",837.588370287,C47H84NO9P
HMDB0283839,"PE(20:4(5E,8Z,12Z,14Z)-OH(11R)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283840,"PE(22:1(13Z)/20:4(5Z,7E,11Z,14Z)-OH(9))",837.588370287,C47H84NO9P
HMDB0283841,"PE(20:4(5Z,7E,11Z,14Z)-OH(9)/22:1(13Z))",837.588370287,C47H84NO9P
HMDB0283842,PE(22:1(13Z)/PGE2),869.578199527,C47H84NO11P
HMDB0283843,PE(PGE2/22:1(13Z)),869.578199527,C47H84NO11P
HMDB0283844,PE(22:1(13Z)/PGD2),869.578199527,C47H84NO11P
HMDB0283845,PE(PGD2/22:1(13Z)),869.578199527,C47H84NO11P
HMDB0283846,PE(22:1(13Z)/6 keto-PGF1alpha),887.588764211,C47H86NO12P
HMDB0283847,PE(6 keto-PGF1alpha/22:1(13Z)),887.588764211,C47H86NO12P
HMDB0283848,PE(22:1(13Z)/PGF2alpha),871.593849591,C47H86NO11P
HMDB0283849,PE(PGF2alpha/22:1(13Z)),871.593849591,C47H86NO11P
HMDB0283850,PE(22:1(13Z)/PGJ2),851.567634842,C47H82NO10P
HMDB0283851,PE(PGJ2/22:1(13Z)),851.567634842,C47H82NO10P
HMDB0283852,PE(22:1(13Z)/LTE4),956.592469866,C50H89N2O11PS
HMDB0283853,PE(LTE4/22:1(13Z)),956.592469866,C50H89N2O11PS
HMDB0283854,"PE(22:1(13Z)/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))",853.583284907,C47H84NO10P
HMDB0283855,"PE(20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/22:1(13Z))",853.583284907,C47H84NO10P
HMDB0283856,PE(22:1(13Z)/TXB2),887.588764211,C47H86NO12P
HMDB0283857,PE(TXB2/22:1(13Z)),887.588764211,C47H86NO12P
HMDB0283858,"PE(22:1(13Z)/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))",869.578199527,C47H84NO11P
HMDB0283859,"PE(20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S)/22:1(13Z))",869.578199527,C47H84NO11P
HMDB0283860,"PE(22:1(13Z)/20:3(8Z,11Z,14Z)-2OH(5,6))",855.598934971,C47H86NO10P
HMDB0283861,"PE(20:3(8Z,11Z,14Z)-2OH(5,6)/22:1(13Z))",855.598934971,C47H86NO10P
HMDB0283862,PE(22:1(13Z)/5-iso PGF2VI),843.562549462,C45H82NO11P
HMDB0283863,PE(5-iso PGF2VI/22:1(13Z)),843.562549462,C45H82NO11P
HMDB0283864,"PE(22:1(13Z)/20:4(6E,8Z,11Z,14Z)+=O(5))",835.572720222,C47H82NO9P
HMDB0283865,"PE(20:4(6E,8Z,11Z,14Z)+=O(5)/22:1(13Z))",835.572720222,C47H82NO9P
HMDB0283866,"PE(22:1(13Z)/20:4(5Z,8Z,11Z,13E)+=O(15))",835.572720222,C47H82NO9P
HMDB0283867,"PE(20:4(5Z,8Z,11Z,13E)+=O(15)/22:1(13Z))",835.572720222,C47H82NO9P
HMDB0283868,"PE(22:1(13Z)/18:2(10E,12Z)+=O(9))",811.572720222,C45H82NO9P
HMDB0283869,"PE(18:2(10E,12Z)+=O(9)/22:1(13Z))",811.572720222,C45H82NO9P
HMDB0283870,"PE(22:1(13Z)/18:2(9Z,11E)+=O(13))",811.572720222,C45H82NO9P
HMDB0283871,"PE(18:2(9Z,11E)+=O(13)/22:1(13Z))",811.572720222,C45H82NO9P
HMDB0283872,"PE(22:1(13Z)/18:1(12Z)-2OH(9,10))",831.598934971,C45H86NO10P
HMDB0283873,"PE(18:1(12Z)-2OH(9,10)/22:1(13Z))",831.598934971,C45H86NO10P
HMDB0283874,"PE(22:1(13Z)/18:1(12Z)-O(9S,10R))",813.588370287,C45H84NO9P
HMDB0283875,"PE(18:1(12Z)-O(9S,10R)/22:1(13Z))",813.588370287,C45H84NO9P
HMDB0283876,"PE(22:1(13Z)/18:1(9Z)-O(12,13))",813.588370287,C45H84NO9P
HMDB0283877,"PE(18:1(9Z)-O(12,13)/22:1(13Z))",813.588370287,C45H84NO9P
HMDB0283878,"PE(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))",835.572720222,C47H82NO9P
HMDB0283879,"PE(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/22:1(13Z))",835.572720222,C47H82NO9P
HMDB0283880,"PE(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))",835.572720222,C47H82NO9P
HMDB0283881,"PE(20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/22:1(13Z))",835.572720222,C47H82NO9P
HMDB0283882,"PE(22:1(13Z)/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))",835.572720222,C47H82NO9P
HMDB0283883,"PE(20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/22:1(13Z))",835.572720222,C47H82NO9P
HMDB0283884,"PE(22:1(13Z)/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))",835.572720222,C47H82NO9P
HMDB0283885,"PE(20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/22:1(13Z))",835.572720222,C47H82NO9P
HMDB0283886,"PE(22:1(13Z)/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))",877.583284907,C49H84NO10P
HMDB0283887,"PE(22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S)/22:1(13Z))",877.583284907,C49H84NO10P
HMDB0283888,"PE(22:1(13Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))",867.562549462,C47H82NO11P
HMDB0283889,"PE(20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15)/22:1(13Z))",867.562549462,C47H82NO11P
HMDB0283890,"PE(22:1(13Z)/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))",853.583284907,C47H84NO10P
HMDB0283891,"PE(20:4(6E,8Z,11Z,13E)-2OH(5S,15S)/22:1(13Z))",853.583284907,C47H84NO10P
HMDB0283892,"PE(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))",853.583284907,C47H84NO10P
HMDB0283893,"PE(20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R)/22:1(13Z))",853.583284907,C47H84NO10P
HMDB0283894,"PE(22:1(13Z)/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))",861.588370287,C49H84NO9P
HMDB0283895,"PE(22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4)/22:1(13Z))",861.588370287,C49H84NO9P
HMDB0283896,"PE(22:1(13Z)/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))",861.588370287,C49H84NO9P
HMDB0283897,"PE(22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7)/22:1(13Z))",861.588370287,C49H84NO9P
HMDB0283898,"PE(22:1(13Z)/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))",861.588370287,C49H84NO9P
HMDB0283899,"PE(22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14)/22:1(13Z))",861.588370287,C49H84NO9P
HMDB0283900,"PE(22:1(13Z)/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))",861.588370287,C49H84NO9P
HMDB0283901,"PE(22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17)/22:1(13Z))",861.588370287,C49H84NO9P
HMDB0283902,"PE(22:1(13Z)/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))",877.583284907,C49H84NO10P
HMDB0283903,"PE(22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17)/22:1(13Z))",877.583284907,C49H84NO10P
HMDB0283904,"PE(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))",861.588370287,C49H84NO9P
HMDB0283905,"PE(22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17)/22:1(13Z))",861.588370287,C49H84NO9P
HMDB0283906,"PE(22:1(13Z)/18:3(10,12,15)-OH(9))",811.572720222,C45H82NO9P
HMDB0283907,"PE(18:3(10,12,15)-OH(9)/22:1(13Z))",811.572720222,C45H82NO9P
HMDB0283908,"PE(22:1(13Z)/18:3(9,11,15)-OH(13))",811.572720222,C45H82NO9P
HMDB0283909,"PE(18:3(9,11,15)-OH(13)/22:1(13Z))",811.572720222,C45H82NO9P
HMDB0283910,PE(22:1(13Z)/PGE1),871.593849591,C47H86NO11P
HMDB0283911,PE(PGE1/22:1(13Z)),871.593849591,C47H86NO11P
HMDB0283912,PE(22:1(13Z)/PGD1),871.593849591,C47H86NO11P
HMDB0283913,PE(PGD1/22:1(13Z)),871.593849591,C47H86NO11P
HMDB0283914,PE(22:1(13Z)/PGF1alpha),873.609499656,C47H88NO11P
HMDB0283915,PE(PGF1alpha/22:1(13Z)),873.609499656,C47H88NO11P
HMDB0283916,"PE(22:1(13Z)/20:3(6,8,11)-OH(5))",839.604020351,C47H86NO9P
HMDB0283917,"PE(20:3(6,8,11)-OH(5)/22:1(13Z))",839.604020351,C47H86NO9P
HMDB0283918,"PE(22:2(13Z,16Z)/20:3(5Z,8Z,11Z)-O(14R,15S))",835.572720222,C47H82NO9P
HMDB0283919,"PE(20:3(5Z,8Z,11Z)-O(14R,15S)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283920,"PE(22:2(13Z,16Z)/20:3(5Z,8Z,14Z)-O(11S,12R))",835.572720222,C47H82NO9P
HMDB0283921,"PE(20:3(5Z,8Z,14Z)-O(11S,12R)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283922,"PE(22:2(13Z,16Z)/20:3(5Z,11Z,14Z)-O(8,9))",835.572720222,C47H82NO9P
HMDB0283923,"PE(20:3(5Z,11Z,14Z)-O(8,9)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283924,"PE(22:2(13Z,16Z)/20:3(8Z,11Z,14Z)-O(5,6))",835.572720222,C47H82NO9P
HMDB0283925,"PE(20:3(8Z,11Z,14Z)-O(5,6)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283926,"PE(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)-OH(20))",835.572720222,C47H82NO9P
HMDB0283927,"PE(20:4(5Z,8Z,11Z,14Z)-OH(20)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283928,"PE(22:2(13Z,16Z)/20:4(6E,8Z,11Z,14Z)-OH(5S))",835.572720222,C47H82NO9P
HMDB0283929,"PE(20:4(6E,8Z,11Z,14Z)-OH(5S)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283930,"PE(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)-OH(19S))",835.572720222,C47H82NO9P
HMDB0283931,"PE(20:4(5Z,8Z,11Z,14Z)-OH(19S)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283932,"PE(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)-OH(18R))",835.572720222,C47H82NO9P
HMDB0283933,"PE(20:4(5Z,8Z,11Z,14Z)-OH(18R)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283934,"PE(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)-OH(17))",835.572720222,C47H82NO9P
HMDB0283935,"PE(20:4(5Z,8Z,11Z,14Z)-OH(17)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283936,"PE(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)-OH(16R))",835.572720222,C47H82NO9P
HMDB0283937,"PE(20:4(5Z,8Z,11Z,14Z)-OH(16R)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283938,"PE(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,13E)-OH(15S))",835.572720222,C47H82NO9P
HMDB0283939,"PE(20:4(5Z,8Z,11Z,13E)-OH(15S)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283940,"PE(22:2(13Z,16Z)/20:4(5Z,8Z,10E,14Z)-OH(12S))",835.572720222,C47H82NO9P
HMDB0283941,"PE(20:4(5Z,8Z,10E,14Z)-OH(12S)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283942,"PE(22:2(13Z,16Z)/20:4(5E,8Z,12Z,14Z)-OH(11R))",835.572720222,C47H82NO9P
HMDB0283943,"PE(20:4(5E,8Z,12Z,14Z)-OH(11R)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283944,"PE(22:2(13Z,16Z)/20:4(5Z,7E,11Z,14Z)-OH(9))",835.572720222,C47H82NO9P
HMDB0283945,"PE(20:4(5Z,7E,11Z,14Z)-OH(9)/22:2(13Z,16Z))",835.572720222,C47H82NO9P
HMDB0283946,"PE(22:2(13Z,16Z)/PGE2)",867.562549462,C47H82NO11P
HMDB0283947,"PE(PGE2/22:2(13Z,16Z))",867.562549462,C47H82NO11P
HMDB0283948,"PE(22:2(13Z,16Z)/PGD2)",867.562549462,C47H82NO11P
HMDB0283949,"PE(PGD2/22:2(13Z,16Z))",867.562549462,C47H82NO11P
HMDB0283950,"PE(22:2(13Z,16Z)/6 keto-PGF1alpha)",885.573114147,C47H84NO12P
HMDB0283951,"PE(6 keto-PGF1alpha/22:2(13Z,16Z))",885.573114147,C47H84NO12P
HMDB0283952,"PE(22:2(13Z,16Z)/PGF2alpha)",869.578199527,C47H84NO11P
HMDB0283953,"PE(PGF2alpha/22:2(13Z,16Z))",869.578199527,C47H84NO11P
HMDB0283954,"PE(22:2(13Z,16Z)/PGJ2)",849.551984778,C47H80NO10P
HMDB0283955,"PE(PGJ2/22:2(13Z,16Z))",849.551984778,C47H80NO10P
