mz,rt,quality,annot_ms1,IGF.Mean,Rapa.Mean,QC.Mean,VC.Mean,ttest.igf_vs_Rapa.meandiff,ttest.igf_vs_VC.meandiff,ttest.rapa_vs_VC.meandiff,ttest.IGF_vs_Rapa.pvalue,ttest.IGF_vs_Rapa.logpvalue,ttest.IGF_vs_VC.pvalue,ttest.IGF_vs_VC.logpvalue,ttest.VC_vs_Rapa.pvalue,ttest.VC_vs_Rapa.logpvalue,ttest.IGF_vs_Rapa.fdr,ttest.IGF_vs_Rapa.logfdr,ttest.Control_vs_Rapa.fdr,ttest.Control_vs_Rapa.logfdr,ttest.IGF_vs_Control.fdr,ttest.IGF_vs_Control.logfdr,ID_df2,General|All|ID_df2,General|All|rtmed_df2,General|All|mzmed_df2,General|All|annot_ms1_df2,General|All|annot_ms2_df2,General|Extended|mzmin_df2,General|Extended|mzmax_df2,General|Extended|rtmin_df2,General|Extended|rtmax_df2,General|Extended|npeaks_df2,General|Extended|peakidx_df2,General|Extended|ms2spectrum_df2,General|Extended|purity_df2,PCA|All|PC1 (41.6%)_df2,PCA|All|PC2 (18.2%)_df2,PCA|All|PC3 (9.3%)_df2,PCA|All|PC4 (7%)_df2,PCA|All|PC5 (6.1%)_df2,PCA|All|PC6 (4.5%)_df2,Stats|Mean|IGF_df2,Stats|N value|IGF_df2,Stats|Quantile|IGF_df2,Stats|Mean|Rapamycin_df2,Stats|N value|Rapamycin_df2,Stats|Quantile|Rapamycin_df2,Stats|Mean|Control_df2,Stats|N value|Control_df2,Stats|Quantile|Control_df2,ttest|IGF_vs_Rapamycin|pvalue_df2,ttest|IGF_vs_Rapamycin|log.pvalue_df2,ttest|IGF_vs_Rapamycin|fdr_df2,ttest|IGF_vs_Rapamycin|log.fdr_df2,ttest|IGF_vs_Rapamycin|mean.diff_df2,ttest|IGF_vs_Control|pvalue_df2,ttest|IGF_vs_Control|log.pvalue_df2,ttest|IGF_vs_Control|fdr_df2,ttest|IGF_vs_Control|log.fdr_df2,ttest|IGF_vs_Control|mean.diff_df2,ttest|Control_vs_Rapamycin|pvalue_df2,ttest|Control_vs_Rapamycin|log.pvalue_df2,ttest|Control_vs_Rapamycin|fdr_df2,ttest|Control_vs_Rapamycin|log.fdr_df2,ttest|Control_vs_Rapamycin|mean.diff_df2
788.6479293398668,50.74181818181819,0.9872847199440002,Unknown,5.793857287837632,4.662876480728196,5.643522634954004,5.599222103511104,1.1309808071094365,0.1946351843265281,-0.936345622782908,0.2241009848744779,0.6495562348321353,0.0079773569044854,2.098140977313045,0.2865258269997449,0.542836225291921,0.9029448569380816,0.0443387713462468,0.9594490591941168,0.0179780786650326,0.4708699143921361,0.3270990573400104,ID1035,FT1035,51.6298414740159,788.543905307326,2-amino-3-[hydroxy-[3-octadecanoyloxy-2-[octadec-11-enoyl]ox,+,788.542447186497,788.546703014665,50.4669081296197,52.6185562236064,11.0,1049;2466;3976;5133;6221;7194;8372;9602;10828;12030;13283,59.0141;168.0432;224.0684;225.1859;227.2008;251.2014;252.4429;253.2175;255.232;279.2321;281.2478;283.2418;327.2321;389.2111;460.2826;478.2919;712.3006;714.509;715.5086;716.5234;728.5608;729.4736;786.1039;788.5427|9638;5413;4327;2857;2055;4788;1322;424991;3708;4156;10423;2535;6531;450;5575;19719;1273;432106;586;475;1079;3717;420;142064,1.0,-0.041740775995515,0.0174429002789255,0.011701257198463,0.0046666858131726,-0.0113414861811413,-0.0112866515870074,5.8926659268925,3.0,0.938725490196078,5.29072263288527,3.0,0.855392156862745,5.68177655293313,3.0,0.930555555555556,5.43857786442909e-05,4.2645146492679,0.0008178261463635,3.08733900892,0.601943294007232,0.00130405835471,2.88470297412439,0.022187359049152,1.65389438855835,0.210889373959367,0.0006693413398141,3.17435235130203,0.0090828063205007,2.04177994650022,0.391053920047865
791.3783922474544,253.08218181818185,0.8938587307929993,Betavulgaroside II,5.337955638430636,5.701838193549835,5.668994062488936,5.105303455163329,-0.3638825551191997,0.232652183267306,0.5965347383865058,0.5574213956579273,0.2538163656588768,0.7683553937803872,0.1144378556757068,0.3826846957447561,0.4171589056524385,0.9241583043832848,0.0342536296116762,0.9594490591941168,0.0179780786650326,0.9498494136541716,0.0223452410299289,ID1043,FT1043,251.253732201189,792.567440213999,PE(20:0/P-18:1(11Z));PE(20:0/P-18:1(9Z));PE(20:1(11Z)/P-18:0,,792.564712481421,792.56982922595,249.542747011393,253.195744272116,11.0,1058;2476;3986;5144;6229;7202;8382;9612;10837;12040;13292,,0.0,-0.0227384016614553,0.0012492569430425,-0.0041796758739963,0.0012865660958047,0.0150867237735456,-0.0086588731461037,5.25730595515526,3.0,0.799019607843137,4.95639793823703,3.0,0.755718954248366,5.1195355989365,3.0,0.775326797385621,0.0150029989620801,1.82382192077752,0.0506942058416141,1.29504167606735,0.300908016918226,0.150186346822688,0.823369546486838,0.349566680080553,0.456469970050183,0.137770356218756,0.0326254228712983,1.48644385055079,0.124627066860658,0.904387626122734,0.16313766069947
792.0971473757581,50.56466666666667,0.6197013854980469,Unknown,5.020586081724861,4.792379966834328,4.898810427516591,4.631012974771238,0.2282061148905336,0.3895731069536232,0.1613669920630895,0.7365136225668005,0.1328192160299349,0.6265741114367135,0.2030275531064825,0.837413031115183,0.0770602852678312,0.9679356849794408,0.0141534986693739,0.9706578929929058,0.0129338096026886,0.9220586924849568,0.0352414335981413,ID1041,FT1041,51.6298414740159,791.551693820156,DG(11D3/13D5/0:0);DG(11D5/11D5/0:0);DG(11M5/13M5/0:0),,791.535677344738,791.556251834502,50.4669081296197,53.280373970146,11.0,1055;2473;3982;5141;6226;7199;8379;9608;10834;12037;13289,59.01326;61.98843;227.2015;228.2057;253.2168;254.2203;255.2341;256.2343;281.2478;282.2505;327.2319;480.3112;481.3114;714.5105;716.5268;717.5292;728.5611;791.5254|598;20451;552;192;12128;6308;6348;3608;1635;772;507;271;438;1339;1859;22412;575;16931,1.0,-0.0264469920595433,0.0094696664060453,0.0055053421598412,0.0018904680874145,0.0019467661319018,-0.0196382356696164,5.6620264199292,3.0,0.902777777777778,5.28364992640453,3.0,0.852124183006536,5.53502530788482,3.0,0.893790849673203,0.0011036693360303,2.95716102357027,0.0075438307457074,2.12240806404458,0.378376493524667,0.0518186852460266,1.28551361021625,0.210193117115148,0.677381509277576,0.127001112044379,0.0038988219679763,2.40906659556112,0.0299337186620286,1.52383932746052,0.251375381480288
792.3998855418988,36.64863636363636,0.9862774610519408,Unknown,5.294370317758916,4.92616027681599,5.273582593521334,5.032062383177636,0.3682100409429258,0.2623079345812797,-0.1059021063616461,0.2324926479026497,0.6335907762183055,0.20113631691991,0.6965095066587368,0.7064674354644097,0.1509078521084987,0.9029448569380816,0.0443387713462468,0.9657248817257064,0.0151465789323381,0.881195617434593,0.0549276714494428,ID1042,FT1042,36.7206074534578,792.399985227809,beta-D-Glucosyloxydestruxin B,,792.396979415564,792.401102773851,35.7166232356834,37.2964341441142,10.0,1057;2474;3984;5143;6228;7201;8381;9610;10836;13291,128.0098;177.0924;240.0554;282.0556;346.1765;366.9364;368.0647;443.8453;445.2144;457.2499;473.2827;574.2338;586.2321;789.9549;792.4007;793.3984|3169;631;521;539;98360;556;161009;915;238320;397;610;6731;51917;742;256674;276,1.0,-0.005801706044461,-0.0578179441263686,0.0146528861221805,0.0909640809385422,0.0681831470577494,-0.0125858499125917,5.35567716944433,3.0,0.821895424836601,5.33289903262502,3.0,0.869281045751634,4.88831841022159,2.0,0.693627450980392,0.670507119536517,0.173596606389552,0.742626790262177,0.129229387653402,0.0227781368193076,0.232352652852633,0.633852364662699,0.44694586727067,0.349745074114783,0.467358759222741,0.253742228034766,0.595607251042499,0.451398140421603,0.345440234372789,-0.444580622403433
793.7158797416178,56.34036363636363,0.9460834860801696,Unknown,5.276961568573586,5.130940768808913,5.216058806259323,4.523180717631393,0.1460207997646723,0.7537808509421922,0.6077600511775199,0.6972706890773466,0.1565985906957247,0.0092023965477547,2.03609905614066,0.1865865112801856,0.7291197554894351,0.955025423751189,0.019985066900146,0.9594490591941168,0.0179780786650326,0.4708699143921361,0.3270990573400104,ID1045,FT1045,56.2308390542704,793.53400071671,,,793.524712824834,793.537933989015,51.9051117136259,57.8616799655219,9.0,1060;2478;3988;6231;8384;9614;10838;12041;13294,61.98875;253.2165;254.2218;255.2325;256.2354;281.2498;329.2505;480.3048;645.4473;716.5245;718.5334;719.5385;793.5366|107862;7061;1666;8149;3416;1025;530;300;850;7354;1487;9855;112404,1.0,-0.0781964399294658,0.0334228540623027,-0.0386218384812353,0.0295138948215181,-0.0104169106227584,-0.0491093392788772,5.49413871412764,3.0,0.870098039215686,4.49931045996835,1.0,0.549019607843137,5.24555689423477,3.0,0.813725490196078,0.0249596860852356,1.60276088102116,0.0750662559013459,1.12455524500927,0.99482825415929,0.104658129175463,0.980227032791794,0.308358585473072,0.510943955226416,0.248581819892872,0.0603203966325131,1.21953581145616,0.194458295221389,0.711173525943958,0.746246434266419
796.4620720853221,400.29172727272726,0.9610540866851808,Unknown,6.802994014693888,6.683240612231438,5.156187966917135,5.014686628624957,0.1197534024624502,1.7883073860689311,1.6685539836064809,0.5806280140328197,0.2361020142391623,0.1902590456708951,0.7206546859814869,0.2067936328296094,0.6844628372876511,0.9241583043832848,0.0342536296116762,0.9594490591941168,0.0179780786650326,0.881195617434593,0.0549276714494428,ID1049,FT1049,396.81240566878,797.042111855448,,,797.04004723577,797.044405691786,396.324845771143,397.802029049989,11.0,1065;2483;3993;5148;6235;7205;8388;9618;10842;12043;13299,59.01416;140.5898;141.0171;142.0195;222.3405;223.0203;224.0238;304.0881;305.0234;306.0247;385.8357;387.0263;388.028;467.5853;469.0289;470.0311;549.3329;551.0327;552.0365;631.0842;633.0363;634.0391;715.0403;716.0412;797.0437;798.0446;879.0452;880.0474;961.0503;1043.055|75800;5647;2178121;2862;2343;797025;1577;4738;1823909;5757;3493;1255492;6687;2602;1015868;4369;1328;457285;3479;1363;575762;3219;141733;2445;85654;1490;6451;836;3746;1735,1.0,0.0011984252829968,-0.0009147743663733,-0.0108188743833229,0.0030427250797221,-0.008414799151043,0.0007198124137595,6.83441958808599,3.0,0.991013071895425,6.86980524552875,3.0,0.991013071895425,6.85454722641932,3.0,0.991830065359477,0.311857452985636,0.50604387241818,0.443981675670675,0.352634954028028,-0.0353856574427542,0.570880510071441,0.243454783605529,0.704416400578448,0.152170541123554,-0.0201276383333253,0.710689353685268,0.148320190355198,0.826070194970824,0.082983047118828,-0.0152580191094289
797.7095502056419,48.10572727272727,0.9694375991821288,Unknown,4.810428792183664,4.751658325385445,4.902013377822895,5.250940481609493,0.0587704667982196,-0.4405116894258283,-0.4992821562240479,0.9166689843475074,0.037787462829697,0.0826330470801937,1.0828462324097787,0.421074176190788,0.375641392352565,0.9958036908894162,0.0018262683699224,0.9594490591941168,0.0179780786650326,0.8655999289281896,0.0626827878961198,ID1050,FT1050,47.9461940550958,797.528127140899,"[1-[[2,3-dihydroxypropoxy]-hydroxyphosphoryl]oxy-3-[octadec-",+,797.515203461702,797.532301502562,46.7232321507202,49.0762864967128,11.0,1066;2485;3995;5149;6236;7206;8389;9619;10843;12044;13300,152.9951;253.2183;279.2334;280.2345;281.2475;282.2508;303.232;304.2322;305.2488;306.2577;307.265;491.2725;509.2983;515.2846;533.2836;795.0722;797.5374;798.5339|777;119;4292;182;15852;372;203;191;16696;156;4326;244;96;269;175;244;53775;192,1.0,0.0341135430170323,0.0150639639020511,-0.0143944873405422,0.0036397475730776,0.0776234844631908,-0.0061718829508585,4.90871019399239,3.0,0.676470588235294,5.36863724273955,3.0,0.879901960784314,5.35087270541312,3.0,0.84640522875817,0.024820496469953,1.60518953581051,0.0750227569179735,1.12480698054436,-0.459927048747156,0.0594336127967508,1.22596786943884,0.230114757238702,0.638055529172173,-0.442162511420732,0.931173806795419,0.03096924889286,0.96507978022225,0.0154367833628173,-0.0177645373264239
798.17986460019,76.43,0.9488794803619384,Unknown,4.533911579518047,4.721951744446945,4.494263218090147,4.438309282777066,-0.188040164928898,0.0956022967409806,0.2836424616698787,0.6386071510334596,0.1947662226005467,0.3884871174298239,0.4106233782064488,0.4922399466984617,0.3078231449470169,0.9365490963903488,0.0284694508220973,0.9594490591941168,0.0179780786650326,0.8971514435284977,0.0471342397461038,ID1054,FT1054,78.0659534299214,798.537899125113,"PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z));PE(22:4(7Z,10Z,13Z,16Z)",,798.537694190729,798.540196722374,77.9827414678028,78.3026438132994,4.0,1070;2488;3997;9623,,0.0,-0.0481926965770884,-0.0432945058219516,0.0101608667305897,-0.0389505068728674,0.0055382249510801,-0.049208714517914,4.73113080012431,3.0,0.577614379084967,4.0961875755012,0.0,0.281862745098039,4.0961875755012,0.0,0.179738562091503,0.0190555402060055,1.71997873489172,0.0611301729808658,1.21374437527959,0.634943224623107,0.0190555402060055,1.71997873489172,0.118655116334303,0.925713530536832,0.634943224623107,,,,,
799.8070770809674,47.45209090909091,0.954454243183136,Unknown,4.741333167357429,4.3019610665998265,5.0082462537324,4.926758509892454,0.4393721007576028,-0.1854253425350247,-0.6247974432926275,0.5363026312608195,0.2705900722533201,0.7378437376921463,0.1320356043608446,0.4562897677556077,0.340759270120836,0.9241583043832848,0.0342536296116762,0.9594490591941168,0.0179780786650326,0.9390571385666272,0.0273079815259871,ID1056,FT1056,48.0130371796126,799.547670999696,"PG(18:0/20:3(5Z,8Z,11Z));PG(18:0/20:3(8Z,11Z,14Z));PG(20:1(1",,799.541714186038,799.549352914817,46.7232321507202,49.3518863154888,11.0,1072;2492;4001;5154;6240;7210;8393;9626;10847;12048;13304,152.9928;279.2322;281.2475;282.2459;282.2535;283.2572;305.2478;306.2513;307.2638;309.2802;335.2937;417.239;443.2536;443.2633;491.2849;517.2906;517.3012;798.5372;799.5517|350;415;8684;126;216;140;361;301;8952;367;74;108;84;60;89;88;60;48;24297,1.0,0.0406991061347365,0.0126060645203062,-0.0238708588633171,-0.0012133148903342,0.0783305185244989,-0.0076358812720713,4.85269934916766,3.0,0.647875816993464,5.41638663992656,3.0,0.891339869281046,5.34885536189953,3.0,0.843954248366013,0.0212374594813553,1.67289743670633,0.0661882480727214,1.17921911403824,-0.563687290758902,0.0475940649901923,1.32244720069786,0.203878122369334,0.690629374732104,-0.496156012731871,0.747196114356061,0.126565395233676,0.854042963225782,0.0685202812752165,-0.0675312780270314
802.9488780134227,50.97981818181818,0.9012730717658995,Unknown,4.707716714744663,4.507310803188973,4.789146774397057,4.525648909101499,0.2004059115556904,0.1820678056431637,-0.0183381059125267,0.2495688135937815,0.6028096855374422,0.4576630122653032,0.3394541852746404,0.9423295380455916,0.0257971953732373,0.9029448569380816,0.0443387713462468,0.9925048770991348,0.0032673504670761,0.8994679735769128,0.0460142955162495,ID1064,FT1064,49.3518863154888,802.572975717273,"PE(22:2(13Z,16Z)/P-18:1(11Z));PE(22:2(13Z,16Z)/P-18:1(9Z));P",,802.565630363364,802.584749024701,48.0606551597577,50.4669081296197,11.0,1079;2503;4009;5158;6247;7214;8400;9633;10852;12052;13310,,0.0,-9.88384940542137e-05,-0.0076624272651488,-0.0035449848239438,0.0103407347436512,0.0226267531678711,-0.0030393719219955,4.84933683327864,3.0,0.64624183006536,4.8614169834192,3.0,0.720588235294118,4.8095485837468,3.0,0.64624183006536,0.825064028621157,0.0835123469678437,0.863839883752178,0.0635667483162841,-0.0120801501405605,0.650409369617354,0.186813211042825,0.766531237558794,0.115470142149485,0.0397882495318367,0.566920220403147,0.246478052705803,0.723846714672289,0.140353392394264,-0.0518683996723972
