
ID,IGF.1_1_Met_PB_06.12.20,IGF.1_2_1_Met_PB_06.12.20,IGF.1_3_1_Met_PB_06.12.20,Rapamycin_1_Met_PB_06.12.20,Rapamycin_2_1_Met_PB_06.12.20,Rapamycin_3_1_Met_PB_06.12.20,QC1_wdh,QC2,V_Control_1_Met,V_Control_2_1_Met,V_Control_3_1_Met
ID57,4.62317951165483,4.66980171979941,4.64197809524988,4.70472246703952,4.80535849118074,4.81276187165814,4.77973641823139,4.76685246134254,4.790407956535,4.73141652053273,4.77982150657492
ID58,4.70330765100501,4.64951056148505,4.67132099746094,4.8399836547025,4.82907830088037,4.68237816069388,4.7805028401532,4.77696708300723,4.75413845443996,4.82227674247457,4.78002699516988
ID59,5.77131892471702,5.65901152041547,5.72727496948148,5.55345161976113,5.57811187193861,5.46923846387132,5.73389012166423,5.72420029834032,5.64400621030407,5.70243696589669,5.65235348364314
ID60,5.47714265108427,5.33593597451213,5.49076138867605,5.38348065935281,5.59360285444276,5.52138002522888,5.46372040148237,5.52879009865062,5.38416238128424,5.45604897414061,5.29926396427246
ID61,5.92259066906998,5.80443383361103,5.86060859357636,5.59785989450701,5.60698293646723,5.47271418878863,5.83035640222001,5.81257958074343,5.79543477081216,5.80861464727468,5.73638784378721
ID62,,,,5.11110761544691,5.15212990331127,5.1426470052654,5.05046745653291,5.02759224287985,5.12225736805668,5.03634142407508,5.10952329562492
ID63,5.90462667940419,5.76381087829522,5.82441106712725,5.94411046735344,5.93480824114025,5.99783753734745,5.96054115341272,6.00063119857358,5.95018805525616,5.95941752877593,5.93240165794667
ID64,5.69862559544727,5.67491462836937,5.78333986018536,,,,,,,,
ID65,5.29715555078198,5.20101719568757,,,,,,,,,
ID66,5.811646775362,5.72279230828146,5.77398922702036,5.45317196052496,5.54278195456765,5.37642658476938,5.68023807683403,5.64695306889279,5.56925062482843,5.59024283390557,5.54410102852156
ID67,4.88981341569193,4.74124834696162,4.82258487060137,4.68488306329445,4.68648957574905,4.52666671925345,4.78764773409018,4.76552823700919,4.88726327519474,4.80827391142121,4.78615934076864
ID68,,,,4.77759119201213,4.74283500617426,4.81309652207822,4.77230460999447,4.82492243094021,4.74830719769116,4.81903118156639,4.7606727983755
ID69,4.80262173497547,4.46354520554359,4.73430964322626,4.86325040077342,5.06557736665856,4.84086223527965,4.78967420617607,4.98775475496776,4.77454791292006,5.06957660381934,5.07308835508714
ID70,4.60485487745211,4.49082627608284,4.58096332620951,,,,4.41235493834496,4.34901608485775,4.5442311767535,4.40734767315479,4.35181872404141
ID71,4.6525931540899,4.58435004830312,4.61793705047465,,4.42351205200575,,4.44519140857063,4.47078690210273,4.43370436047768,4.40254871295989,
ID72,5.1346197679034,5.00550612630732,5.10650876201776,4.875180179897,4.85866837831417,4.69634799549595,5.02783986722596,5.00217625342419,5.04263066372663,5.10535201071541,4.98893565021331
ID73,4.49848076357231,4.37596732983046,4.47459673623351,4.33719530481017,4.3519793028377,,,4.43655006838533,,,
ID74,,4.6357608274419,4.67841505967935,,4.65715087714147,,,,,4.67865118971528,4.70630940738873
ID75,5.59077843333958,5.46839292095252,5.48205591944915,4.97977546277187,4.95917985452225,4.85921454746477,5.452912982809,5.46691028875828,5.54007921588114,5.59459476029699,5.48019705950284
ID76,,4.95123316948791,,4.8621969367547,4.83870024334955,4.74112800023864,4.91588119777774,4.76452525026266,4.75056028871418,,4.85165144713736
ID77,,,4.53409391757359,,,,4.60617085474832,,4.56105515529072,,
ID78,4.68912930987756,4.59886942824075,4.65002964914689,,,,,,4.86767132047741,4.74907843763536,4.69341244236705
ID79,4.87509857856864,4.94162826822011,5.00676986841724,5.11387371963297,4.99134224754323,5.01085949084351,5.05322978780973,5.11114540984342,4.99117226427561,5.09131778768651,5.03951566321576
ID80,4.74719125194059,4.66248019718633,4.67613383362345,4.94508170422104,4.82867815102658,4.9230230095301,4.91122664504155,4.84918200385073,4.86546414796537,4.91476047259434,4.85296249280645
ID81,,4.46307959351207,,4.39098035584334,4.37676788275798,4.29283238692296,4.47740564279355,4.28483400033944,4.32126859509274,,4.41036836942831
ID82,4.80286865084824,4.66947750624225,4.75408245541238,4.87368812517376,4.89587307803944,4.89308850642866,4.89799273809497,4.86431851070575,4.91031273286293,4.77524821425918,4.83595441948225
ID83,4.72342087130175,4.54369433606927,4.64511297284451,4.84242774692706,4.87603744784939,4.7267529050382,4.8617496171843,4.83942231628401,4.9078393889252,4.93853738912923,4.8493996109417
ID84,7.1140711598621,7.03731803135965,7.12740487875858,7.1878144204746,7.14615482492495,7.1355237502617,7.19636830254078,7.1684317234762,7.11316957115751,7.18132798229657,7.12190008159733
ID85,5.68490608922104,5.58038811966021,5.67748815868736,5.72046605313786,5.6977437277971,5.68301063705729,5.73246957724326,5.71841029115304,5.66268785765281,5.74716237738651,5.68140203259452
ID86,5.1759663224509,5.13420770958655,5.23214534004062,4.96913014641733,4.97256871436383,4.75638503574203,5.10143711847169,5.11092880206226,5.09670408365746,5.16267566147559,5.170127566277
ID87,4.88284871523839,4.81057498346194,4.88964357634593,4.96695071836111,4.90046928445293,4.9430025739407,4.9632561563188,4.95674799153532,4.88261418786407,4.96959424329116,4.93157885603237
ID88,5.16339272462214,5.06603787483239,5.1101159859992,5.19392933763191,5.20820449110666,5.21811369174072,5.24155437180446,5.25405442955451,5.19500354379252,5.21813973855898,5.16326466486689
ID89,4.10475789049455,,4.02563806949051,4.14417927102643,,4.16643033477743,4.08062770550601,4.18785727618367,4.09465811148635,4.25593852403537,4.13680445067719
ID90,4.83207052392474,4.66359088785831,4.96642548996757,5.3785558465279,5.16163850711678,,5.01619737211027,4.96784490489152,,5.20885921396057,5.09143371857581
ID91,6.65789311658819,6.52016800967758,6.59508248286956,6.40804496538032,6.42139886869853,6.29839536543143,6.58505539042779,6.59157930658357,6.52246822698065,6.56286046601976,6.4977295608972
ID92,6.62808445819077,6.51018271775865,6.55632101150738,6.2967889977275,6.27198306876407,6.13508882191445,6.52143010387297,6.50457962645691,6.48848654863096,6.49223345747538,6.44961874631619
ID93,4.82873650659849,4.66883046858417,4.98103896827566,5.35547950946428,5.14567631377481,5.31502986681514,5.02614406807476,4.95957947275262,4.96024224987381,5.20749306059015,4.843244010273
ID94,4.49902733155475,4.40740749645388,4.42159178016768,4.18788509333034,4.15933029139069,4.06640519838473,4.40279232113431,4.36471455584203,4.42435574777276,4.41471326650449,4.3153416953814
ID95,4.55953256352629,4.55104147918744,4.5286442039232,,4.08709129276482,,4.35430070746407,4.29881059392568,4.18065838256609,4.21998862991447,4.19552905123331
ID96,4.14589406033566,4.12203319462938,4.26641953969076,4.41836382708564,4.31868044034672,4.26123677287641,4.39197130422092,4.34970672510878,4.56273853161582,4.3847720805919,4.4476968604309
ID97,5.26384429039825,5.15394116964212,5.16970702664753,5.29978123562287,5.29985949652156,5.32580277404493,5.32338293322152,5.27865547181888,5.27289306005174,5.27060214860678,5.27373814964527
ID98,5.12218737033765,5.06348412044446,5.10169329499262,5.13917057326047,5.16774757958927,5.21343072152595,5.22238681286641,5.24559393251828,5.17819274377568,5.17208685947727,5.13223434891327
