ID,General|All|ID,General|All|rtmed,General|All|mzmed,General|All|annot_ms1,General|All|annot_ms2,General|Extended|mzmin,General|Extended|mzmax,General|Extended|rtmin,General|Extended|rtmax,General|Extended|npeaks,General|Extended|peakidx,General|Extended|ms2spectrum,General|Extended|purity,PCA|All|PC1 (41.6%),PCA|All|PC2 (18.2%),PCA|All|PC3 (9.3%),PCA|All|PC4 (7%),PCA|All|PC5 (6.1%),PCA|All|PC6 (4.5%),Stats|Mean|IGF,Stats|N value|IGF,Stats|Quantile|IGF,Stats|Mean|Rapamycin,Stats|N value|Rapamycin,Stats|Quantile|Rapamycin,Stats|Mean|Control,Stats|N value|Control,Stats|Quantile|Control,ttest|IGF_vs_Rapamycin|pvalue,ttest|IGF_vs_Rapamycin|log.pvalue,ttest|IGF_vs_Rapamycin|fdr,ttest|IGF_vs_Rapamycin|log.fdr,ttest|IGF_vs_Rapamycin|mean.diff,ttest|IGF_vs_Control|pvalue,ttest|IGF_vs_Control|log.pvalue,ttest|IGF_vs_Control|fdr,ttest|IGF_vs_Control|log.fdr,ttest|IGF_vs_Control|mean.diff,ttest|Control_vs_Rapamycin|pvalue,ttest|Control_vs_Rapamycin|log.pvalue,ttest|Control_vs_Rapamycin|fdr,ttest|Control_vs_Rapamycin|log.fdr,ttest|Control_vs_Rapamycin|mean.diff
ID11,FT0011,375.767361792799,71.0137645137166,Pyruvaldehyde;Malondialdehyde;Acrylic acid,,71.0135699249109,71.014242404164,374.593527248975,377.121744824798,8,11;1392;2917;4355;5395;6501;7427;8677,,0.0,-0.0112787268354347,-0.0500390706940977,0.0229988108268759,0.0035442684453943,-0.0119659554523588,0.0074098227695113,4.54225410054379,3,0.457516339869281,4.40234404383996,3,0.480392156862745,4.0286611264335,0,0.130718954248366,0.0648880482894125,1.18783528840691,0.146454638071601,0.834296870093634,0.139910056703829,0.0002479601281762,3.60561814782361,0.009662446285063,2.01491290737277,0.513592974110286,0.0005137814334816,3.28922159388468,0.0078346141707898,2.10598238625638,-0.373682917406457
ID12,FT0012,68.3801477958807,71.0136096769247,Pyruvaldehyde;Malondialdehyde;Acrylic acid,,71.0131625633626,71.0139334913865,65.7305905572686,69.7946677695421,8,12;5396;6502;7428;8678;9884;11101;12301,,0.0,0.0116016795490492,0.0271805456596515,0.012758831894855,0.0180594016049573,-0.0148782814231262,0.0028781854629566,4.10652040348664,1,0.154411764705882,4.23470706994327,2,0.389705882352941,4.32825855760666,3,0.348856209150327,0.547361161676859,0.261726021445124,0.637439958855045,0.1955607156249,-0.128186666456633,0.196952887617788,0.705637647414993,0.403937331480964,0.393686007916981,-0.221738154120022,0.532066805529426,0.27403383490179,0.702400409562037,0.153415243869493,0.0935514876633885
ID15,FT0015,94.9671404971527,78.9189288848276,,,78.9185654430422,78.9193110437185,92.4388974431251,97.3558970840847,11,14;1394;2920;4357;5398;6505;7430;8680;9887;11104;12304,,0.0,-0.000327450730921,-0.0059855713663577,-0.001955682369071,0.0196240047083407,-0.0048274325245334,-0.0046209135218915,6.08062634752152,3,0.964869281045752,6.09072112112076,3,0.968954248366013,6.03544078705085,3,0.964869281045752,0.841005688096976,0.0752010668646618,0.877476012819308,0.056764746819516,-0.0100947735992465,0.468339495632917,0.329439216097571,0.623764179409663,0.204979568872553,0.0451855604706672,0.276146650122771,0.558860220743834,0.478135223580525,0.320449261233783,-0.0552803340699137
ID16,FT0016,378.139295325345,79.9574678291417,,,79.9572583193239,79.9582678072483,377.056754300323,379.793855870625,11,16;1396;2922;4359;5400;6507;7432;8682;9889;11106;12306,,0.0,0.0056731262362352,0.0058600216843952,-0.01670556941721,0.0138150751672299,-0.0148016118538841,-0.0024186208637434,5.36032267463005,3,0.822712418300654,5.46629807573219,3,0.901960784313726,5.47605485771577,3,0.880718954248366,0.251985239925932,0.598624897339314,0.379872485753003,0.420362161350199,-0.105975401102141,0.0169510820668637,1.77080257352765,0.108919718812614,0.962893488506219,-0.115732183085719,0.90425237198472,0.0437103433476266,0.948424106100599,0.0229974160883855,0.0097567819835777
ID17,FT0017,94.8655720156343,80.916599582143,,,80.9164160162727,80.9650909863561,76.4296021596946,97.3558970840847,12,17;1397;2923;4360;5401;6508;7433;8683;9890;9893;11107;12307,,0.0,-0.0001997440759551,-0.0049609720404729,-0.0036640640357294,0.0185279580205196,-0.0056207665940883,-0.0050269183880957,6.0748450803919,3,0.962418300653595,6.0884367962873,3,0.968137254901961,6.04131270706158,3,0.965686274509804,0.760674327411928,0.118801240839078,0.814627613503791,0.0890408726822989,-0.0135917158954033,0.559342218009768,0.252322399772921,0.694435148361563,0.15836830575616,0.0335323733303143,0.320095773983645,0.494720059525655,0.537484558617142,0.269634008070398,-0.0471240892257176
ID18,FT0018,143.946402493403,80.9650811099208,Sulfite,,80.9649279949224,80.9652969150151,141.024160868434,146.414144404159,11,18;1398;2924;4361;5402;6509;7434;8684;9891;11108;12308,,0.0,0.007312364781786,0.0033414791723802,-0.0072836997818968,0.0050115711743796,-0.0087300396412594,-0.011503056159332,5.06292886139219,3,0.727941176470588,5.17594226302967,3,0.82843137254902,5.15652849400173,3,0.784313725490196,0.0648801727211623,1.18788800263556,0.146454638071601,0.834296870093634,-0.113013401637478,0.0979410109059972,1.00903541768935,0.295044242330286,0.530112856024418,-0.0935996326095374,0.331686606086644,0.479272065472097,0.5482695032622,0.261005910478531,-0.019413769027941
ID19,FT0019,460.662143095418,80.96320875743,,,80.9629976270118,80.9633217414879,460.010397335426,461.331975310134,11,19;1399;2925;4362;5403;6510;7435;8685;9892;11109;12309,,0.0,-0.0009342943345571,-0.0007601917225231,-0.0039395477233707,0.0026510489633253,-0.0127584774166589,0.0077699533963888,4.63716723690957,3,0.508986928104575,4.6280759460204,3,0.615196078431373,4.62208429685248,3,0.545751633986928,0.826137250374992,0.0829477951386848,0.864211401914014,0.0633800081524517,0.009091290889172,0.739614986606224,0.130994297439251,0.832562647349486,0.0795830774918736,0.0150829400570958,0.895505813746722,0.0479315903063793,0.944042714220799,0.0250083551397319,-0.0059916491679237
ID20,FT0020,66.0403893462373,83.050032985243,Methyl propenyl ketone;3-Methyl-2-butenal;Cyclopentanone,,83.0494329392754,83.0502673704098,65.6805517404485,68.0307852836947,9,1401;2926;5404;6512;7436;8686;9894;11110;12310,,0.0,0.0171996485569093,0.0569651818347584,-0.0300417942066607,-0.0371812826411459,0.0513157343177242,-0.0893143143113382,3.92788478926537,2,0.0686274509803922,4.17456696415491,2,0.32516339869281,4.60491959329325,3,0.531045751633987,0.508044708039228,0.294098068030289,0.610567216554636,0.214266518169763,-0.246682174889542,0.0195192144625451,1.70953766420245,0.119995534544498,0.920834915275439,-0.677034804027878,0.214924223191321,0.667714634273702,0.399389440229731,0.398603421965528,0.430352629138336
ID21,FT0021,435.01952655181,84.0452874068321,2-Pyrrolidinone;Acetone cyanohydrin,,84.0448511286361,84.0456092455526,434.562363412015,435.47671531757,10,20;1402;2927;4363;5405;7437;8687;9895;11111;12311,,0.0,-0.0193961914618509,0.0142722738867305,-0.0079140704718944,0.0160516758153937,-0.0342286272671002,-0.0041280947104716,4.20737066891801,3,0.216503267973856,3.95744355865448,2,0.189542483660131,4.16645381044242,3,0.218137254901961,0.103170189845797,0.986445770302502,0.206856230640823,0.684331393346301,0.249927110263538,0.519731336376615,0.284221097290734,0.661941211437344,0.179180579566472,0.0409168584755983,0.160137714090076,0.795506375186608,0.322208124729515,0.491863512704175,0.20901025178794
ID23,FT0023,37.2964341441142,84.990151368478,,,84.990151368478,84.990151368478,37.2964341441142,37.2964341441142,1,4365,,0.0,0.0068557132107933,-0.0081162202832638,-0.0028665158765005,0.0051750375459075,-0.004367103653681,0.0087205753494801,4.03606573685686,0,0.104575163398693,4.13640906874485,1,0.301470588235294,4.03606573685686,0,0.133986928104575,0.373900966300058,0.427243412464821,0.484179615133447,0.314993499118616,-0.100343331887994,,,,,,0.373900966300058,0.427243412464821,0.561573265987348,0.250593575220363,-0.100343331887994
ID26,FT0026,376.268705772789,89.0241035623853,STD_Lactic acid;L-Lactic acid;Hydroxypropionic acid,,89.0236546535885,89.0246162779902,375.306219475983,378.457846866398,8,24;1406;2931;4368;5409;6515;7441;8691,,0.0,-0.0131302942573407,-0.0661486269318936,0.0246047059698726,0.0131480604342742,-0.0211651182781119,0.0024690249468184,4.87651747444037,3,0.658496732026144,4.73180814020497,3,0.663398692810457,4.22595534096844,0,0.276960784313726,0.0294608649844853,1.53075450622136,0.0848720398940522,1.0712353594578,0.144709334235396,4.74183682081353e-05,4.32405339532612,0.0026257002489691,2.58075485465518,0.650562133471927,4.43710696875493e-05,4.35290010128569,0.0013994875223073,2.85403096930732,-0.505852799236531
