ID,General.All.ID,General.All.rtmed,General.All.mzmed,General.All.annot_ms1,General.All.annot_ms2,PCA_filled.All_samples.PC1..59.2..,PCA_filled.All_samples.PC2..18.4..,PCA_filled.All_samples.PC3..6.2..,PCA_filled.All_samples.PC4..5.1..,PCA_filled.All_samples.PC5..3.6..,PCA_filled.All_samples.PC6..2.6..,PCA_nofill.All_samples.PC1..62.7..,PCA_nofill.All_samples.PC2..16.5..,PCA_nofill.All_samples.PC3..5.7..,PCA_nofill.All_samples.PC4..5.5..,PCA_nofill.All_samples.PC5..3.3..,PCA_nofill.All_samples.PC6..2..,General.All.annotLabel,General.Extended.mzmin,General.Extended.mzmax,General.Extended.rtmin,General.Extended.rtmax,General.Extended.npeaks,General.Extended.peakidx,General.Extended.ms2spectrum,General.Extended.purity,PCA_filled.samples_controls.PC1..60.9..,PCA_filled.samples_controls.PC2..19.2..,PCA_filled.samples_controls.PC3..6.4..,PCA_filled.samples_controls.PC4..4.7..,PCA_filled.samples_controls.PC5..3.6..,PCA_filled.samples_controls.PC6..2.6..,PCA_filled.samples_controls.PC7..1.5..,PCA_filled.samples_controls.PC8..1.1..,PCA_filled.samples_controls.PC9..0..,PCA_filled.samples.PC1..70.9..,PCA_filled.samples.PC2..18.7..,PCA_filled.samples.PC3..5.1..,PCA_filled.samples.PC4..3.8..,PCA_filled.samples.PC5..1.4..,PCA_filled.samples.PC6..0..,PCA_filled.QC_controls.PC1..47..,PCA_filled.QC_controls.PC2..24.1..,PCA_filled.QC_controls.PC3..21.1..,PCA_filled.QC_controls.PC4..7.9..,PCA_filled.QC_controls.PC5..0..,PCA_nofill.samples_controls.PC1..64.5..,PCA_nofill.samples_controls.PC2..17.1..,PCA_nofill.samples_controls.PC3..5.9..,PCA_nofill.samples_controls.PC4..4.9..,PCA_nofill.samples_controls.PC5..3.3..,PCA_nofill.samples_controls.PC6..2..,PCA_nofill.samples_controls.PC7..1.3..,PCA_nofill.samples_controls.PC8..1.1..,PCA_nofill.samples_controls.PC9..0..,PCA_nofill.samples.PC1..74.1..,PCA_nofill.samples.PC2..15.7..,PCA_nofill.samples.PC3..5.2..,PCA_nofill.samples.PC4..3.7..,PCA_nofill.samples.PC5..1.3..,PCA_nofill.samples.PC6..0..,PCA_nofill.QC_controls.PC1..46.6..,PCA_nofill.QC_controls.PC2..24.5..,PCA_nofill.QC_controls.PC3..21.4..,PCA_nofill.QC_controls.PC4..7.6..,PCA_nofill.QC_controls.PC5..0..,Stats.Mean.IGF,Stats.N.value.IGF,Stats.Quantile.IGF,Stats.Mean.QC,Stats.N.value.QC,Stats.Quantile.QC,Stats.Mean.Rapamycin,Stats.N.value.Rapamycin,Stats.Quantile.Rapamycin,Stats.Mean.Control,Stats.N.value.Control,Stats.Quantile.Control,ttest.IGF_vs_QC.pvalue,ttest.IGF_vs_QC.log.pvalue,ttest.IGF_vs_QC.fdr,ttest.IGF_vs_QC.log.fdr,ttest.IGF_vs_QC.mean.diff,ttest.IGF_vs_Rapamycin.pvalue,ttest.IGF_vs_Rapamycin.log.pvalue,ttest.IGF_vs_Rapamycin.fdr,ttest.IGF_vs_Rapamycin.log.fdr,ttest.IGF_vs_Rapamycin.mean.diff,ttest.IGF_vs_Control.pvalue,ttest.IGF_vs_Control.log.pvalue,ttest.IGF_vs_Control.fdr,ttest.IGF_vs_Control.log.fdr,ttest.IGF_vs_Control.mean.diff,ttest.QC_vs_Rapamycin.pvalue,ttest.QC_vs_Rapamycin.log.pvalue,ttest.QC_vs_Rapamycin.fdr,ttest.QC_vs_Rapamycin.log.fdr,ttest.QC_vs_Rapamycin.mean.diff,ttest.QC_vs_Control.pvalue,ttest.QC_vs_Control.log.pvalue,ttest.QC_vs_Control.fdr,ttest.QC_vs_Control.log.fdr,ttest.QC_vs_Control.mean.diff,ttest.Rapamycin_vs_Control.pvalue,ttest.Rapamycin_vs_Control.log.pvalue,ttest.Rapamycin_vs_Control.fdr,ttest.Rapamycin_vs_Control.log.fdr,ttest.Rapamycin_vs_Control.mean.diff,General.All.namesirius,General.All.mappingFeatureIdsirius,General.All.SiriusScoreNormalized_sirius,General.All.NPCpathwaysirius,General.All.Probability_sirius,General.All.NPCsuperclasssirius,General.All.NPCsuperclassProbabilitysirius,General.All.NPCclass_sirius,General.All.NPCclassProbabilitysirius
FT0385,FT0385,383.202896163845,295.037622498445,2-Methoxystypandrone;Orientalone;Pratenol A,1,0.00734414356621467,-0.0481117263888049,0.0195308289529631,0.0108011623525944,0.000507188702814112,0.0160838425797892,0.00719159097252616,-0.0583002301691079,0.0106712595530053,0.01340117370552,0.000602117152342694,0.0357978898258307,MS2_exist,295.034162330102,295.042140657339,382.589588643546,383.880145677988,7,4172;5296;6381;7443;9210;10279;11379;12395;12881;13257;16056,59.01425;82.02929;128.0353|209;120;9524,1,0.00845261173771687,-0.0479183858175134,0.022278024206239,-0.00463228071062436,0.0105906408643076,0.000767483143213463,-0.0704878019733933,0.0249409090558282,0.000871730900978552,0.0121999518738793,-0.039584391253526,-0.0118352888150459,0.0141201404365751,-0.0471632803640741,-0.0157501791497601,0.0187759031581783,0.0347368470521241,-0.0463943925950938,-0.0526300108703555,0.0110801418370367,0.0082518991034373,-0.0580597480855006,0.0161256671742221,-0.00510347025349127,0.012559612101249,0.00923951370209774,-0.0833198360371317,0.0271441146550784,0.000437752160476816,0.0124451434808257,-0.0487611592201578,-0.0159190962611214,0.0133097743598717,-0.0500694731146893,-0.0188703620027563,0.0187776600426639,0.0407328855207057,-0.0453362469010073,-0.0544145805348588,0.0106939526404996,3.33855198447963,3,0.013930950938825,3.92184502735319,2,0.113870381586917,3.89492640719956,3,0.168988491823137,3.90448144002384,3,0.115687462144155,0.0139094863848384,1.85668890626595,0.134922017932933,0.869917171999706,-0.583293042873562,0.00650492837809759,2.18675748083464,0.113048807918307,0.946734012860692,-0.556374422719928,0.0372196446464925,1.42922777759977,0.167822402859823,0.775150065027149,-0.565929455544206,0.839174658107696,0.0761476396979204,0.936972213926703,0.0282732879993448,0.0269186201536344,0.944267033294236,0.0249051723474326,0.989889598157784,0.00441323932620066,0.0173635873293567,0.961846764181558,0.0168941117160691,0.974836714342389,0.0110681227617848,-0.00955503282427772,,784087414389773097_UNKNOWN_Feature:FT0385|RT:383.7965|TIC:52211|ID:Consensus_MS2_spectrum_of_10,0.005,Amino acids and Peptides,0.428,Histidine alkaloids,0.112,Imidazole alkaloids,0.113
FT0386,FT0386,39.6601641686945,295.16026765315,Z1625799086_[M+FA]-;Ropinirole_[M+H]+;Massbank:AU271102 Ropi,2,0.00833188412762859,0.0257521631885749,0.0111006184382098,0.0419514277155851,-0.00444156352636152,0.00412715582625145,0.00962752789409822,0.0285193828431307,0.0120101180526225,0.0469693359814438,0.00235071746055402,0.0103553057421173,MS2_exist,295.159394910794,295.161140395506,38.837893122802,40.482435214587,2,4173;5297;12396;12882;13258;14764;15383;16057;16947;17552;18131,79.95636;79.95997;96.95911;96.96345;170.0032;183.0137;184.0219;195.011;197.0254;207.0106;207.0183;209.0291;210.0353;210.0398;223.0431;231.1741;231.1788;235.1317;237.0566;237.0613;251.0712;251.0783;265.0861;265.0934;279.1041;294.2312;295.1383;295.2673|48;36;190;60;36;434;36;72;36;36;36;489;48;60;386;48;36;36;128;60;98;72;48;66;48;60;3593;121,1,0.00934995147615194,0.0260695828617409,0.014680049586652,0.031602264088621,-0.00651241367760884,0.000866235782888575,-0.0260468076263861,0.00190452001946816,0.0260292991261254,0.00750084715360528,0.0258987104963853,0.0263303896243122,-0.0073623213209654,-0.00640500010584175,-0.0152057397468212,-0.035801072531043,0.0236797494144068,-0.0373873139169653,-0.00932545683870683,0.0361969487852578,0.0106088671304394,0.0291394215970525,0.0251251584693966,0.0316451911283463,-0.00162127273433881,-0.000247439336062874,-0.0291310828815977,0.00255504236392668,0.028410954571422,0.00858235591557096,0.0301770910571797,0.0305796483736552,-0.00323204108390384,-0.00855621337036914,-0.0133863702648505,-0.0382447686213948,0.0242862640738668,-0.0378097832712096,-0.00935322475496299,0.0362262296004739,4.81463935341702,3,0.656571774682011,4.86463338192451,2,0.688067837674137,4.6602047000452,3,0.576014536644458,4.58007911869139,3,0.529376135675348,0.5054254894136,0.29634285970037,0.684274738951582,0.164769492352707,-0.049994028507494,0.453224470825305,0.343686649432013,0.694971526639175,0.158032988326147,0.154434653371817,0.131583646679723,0.880798081832016,0.317842021052573,0.497788686408553,0.234560234725623,0.441458674571804,0.355109944963965,0.906090552686763,0.0428283977238339,0.204428681879311,0.146465971010797,0.834263264858586,0.591966632835306,0.227702772303947,0.284554263233117,0.724202319487158,0.140140088551235,0.856632406932284,0.0672055000005675,0.0801255813538058,,784087414419133229_UNKNOWN_Feature:FT0386|RT:46.098|TIC:36735|ID:Consensus_MS2_spectrum_of_2,0.568,Terpenoids,0.126,Aromatic polyketides,0.017,Catechols with side chains,0.028
FT0387,FT0387,379.895730581876,296.132345969735,Arginyl-Threonine;Threoninyl-Arginine;Z1188505371_[M+H]+,1,-0.0239615332925287,0.0305110455314223,-0.0101775288483139,0.0142316346841039,0.0228198773369527,0.0139257697770895,-0.0253412979770302,0.0371324312157755,-0.0091144291008521,0.017160529304022,-0.0233490528494906,0.0314420270706999,MS2_exist,296.124737804109,296.135504985543,378.577891267041,381.062722902847,10,293;1515;2906;4174;5298;6382;7444;9211;10281;11381;16058,59.01412;71.01328;85.02985;89.02456;101.0241;113.0237;116.0713;119.0348|27789;7544;822;8691;1385;1761;63502;2395,1,-0.0233738965010069,0.0306297526829516,-0.00864584643592964,0.0117008682710196,0.0256450471731785,0.00606307849257836,-0.0241623863411745,0.00236258803514132,0.00113362416326096,-0.0264540389300847,0.0243217466035257,0.00303650757641324,-0.00618526760038895,-0.0124568949495542,-0.0267276164436479,-0.0213086000336236,0.0451510645570811,-0.00740540302710839,-0.00728567823342389,0.0170942295990186,-0.0247397960974951,0.0374099534534955,-0.00356558841611271,0.0135601937752789,0.0282657859971285,0.0186343667500269,-0.0241539046639543,0.00638936069422843,0.00164768549347967,-0.0281045496860057,0.0311101336750724,0.00602605128917599,-0.00324901212893796,-0.0161673419942961,-0.0280333513816478,-0.0240923246792332,0.0455991427024253,-0.00483927476465967,-0.00682822249447467,0.0178120261441774,4.58989397058268,3,0.533615990308904,4.40937468165731,2,0.4076317383404,3.97967704512467,3,0.20351302241066,4.10552396655869,3,0.211387038158692,0.00940790670233364,2.02650699811983,0.124606861163153,0.90445804368601,0.180519288925374,0.0227642867268749,1.64274595288644,0.209965571989221,0.677851910603542,0.610216925458016,0.000446619963400685,3.35006186836493,0.0269772681329886,1.56900203149283,0.484370004023994,0.142148610948226,0.847257379803776,0.906090552686763,0.0428283977238339,0.429697636532642,0.010006524876764,1.99971672061074,0.321174848708361,0.493258471783315,0.30385071509862,0.506469193762889,0.295446965675208,0.797503605185955,0.0982673449995243,-0.125846921434022,9-(1-Isopropoxymethyl-2-hydroxyethoxymethyl)guanine,784087414448493361_UNKNOWN_Feature:FT0387|RT:379.528|TIC:467870|ID:Consensus_MS2_spectrum_of_22,0.053,Carbohydrates,0.828,Nucleosides,0.657,Purine nucleosides,0.791
FT0388,FT0388,444.246481923638,296.052109788086,2-acetamido-2-[3-(trifluoromethyl)phenyl]propanoic acid_[M-H,2,-0.00203466099630933,-0.023412512849644,0.0197533391510549,2.58791588016043E-05,-0.0106404646659989,0.0111223811521776,-0.00252763226181919,-0.0284154820708938,0.0181051874678403,0.00187781776085992,0.0153208524864708,0.0109301562123893,MS2_exist,296.051251389633,296.055137753834,443.752029532289,444.895060928216,7,294;2907;4175;5299;6383;10280;11380;12883;15384;16059;16948,78.95817;140.0115;152.9956;214.0478|4782;4525;1070;4270,1,-0.00180064860323648,-0.0233959631690218,0.0204120542804267,-0.00642121583817458,-0.00719767457660598,0.00917421944899208,0.00201107366228817,0.00205535669429974,0.0269288682472194,0.00102855498146759,-0.0150687165542791,0.00164397177283487,0.0032221237050592,-0.0051269536643078,-0.0135905649525223,0.0180963799264774,-0.0041642921634359,-0.00373721682886783,-0.0137469142443216,0.018842424110725,-0.00230137364530676,-0.0284300620576227,0.0187539346306244,-0.00853152991354683,-0.0113018707806571,0.00855644267098717,0.0017871288469385,0.00025518181185138,0.0294482304693551,0.00085108950871295,-0.0182790607938988,0.000778061980726967,0.00307510263399207,-0.00420770158950234,-0.0154297194126854,0.0192205187326335,-0.00259427269274141,-0.00384680545589066,-0.0144740294617763,0.0190352353000079,3.98656578985059,3,0.134463961235615,4.20849043116437,2,0.274379164142944,4.14644362377348,3,0.287704421562689,4.32982654109007,3,0.356147789218655,0.00752171387950393,2.12368319084395,0.107854836411322,0.967160375553045,-0.221924641313776,0.0312068558879198,1.50574998459678,0.235262644159614,0.628447026174109,-0.159877833922887,0.00167920533308295,2.77489619512312,0.0383885443593242,1.41579835541838,-0.343260751239479,0.389208491725025,0.409817692892152,0.906090552686763,0.0428283977238339,0.0620468073908897,0.12418648618664,0.905925660954021,0.558929992994687,0.252642584886527,-0.121336109925703,0.0388774361553992,1.41030238315617,0.548884377021062,0.26051913043191,-0.183382917316592,"(3-Acetyloxy-2-hydroxypropyl) 2-[(2-oxo-1,3,2lambda5-oxazaphospholidin-2-yl)oxy]acetate",784087414477853493_UNKNOWN_Feature:FT0388|RT:445.136|TIC:68506|ID:Consensus_MS2_spectrum_of_9,1,Fatty acids,0.872,Glycerophospholipids,0.973,Glycerophosphoethanolamines,0.859
FT0389,FT0389,121.541082765437,296.082350729839,5'-METHYLTHIOADENOSINE_M-H;5'-Methylthioadenosine;5'-METHYLT,4,0.0199777335609879,0.00637497377085838,0.0059034847828298,0.00250658904910207,0.0193778554431499,-0.00247422770983835,0.0215920000417571,0.00575779861230296,0.00668608400076996,0.00350552137552568,-0.0238734040867424,0.00740977169048738,MS2_match,296.081670630749,296.083030828929,121.320060505156,121.762105025718,2,7445;8443;12397;12884;13259;13677;14199;14765;16949;17553;18132,134.0466|283,1,0.0197083085707383,0.00635736846840948,0.0055163506408123,0.00826276682965629,0.0168194441050814,-0.00213195007593103,-0.0243191162729956,0.00503287037583076,0.0184102427319178,0.0188774633150074,0.00733891020684538,0.00426026579301082,0.0058547888721017,-0.0137172102402664,-0.000505622842412553,0.00577458002604581,0.00780803610184004,-0.0236964193436221,-0.00383642789746963,0.00078792072079694,0.0213092943376089,0.0057218949230267,0.00676984415221222,0.00795046415731836,0.0216464055632496,0.00833417018961698,-0.0267672037433603,0.0064274598130669,0.0203310193478702,0.020500862610553,0.00719101904642934,0.00409609032711782,0.00727499794887418,-0.0155895641583212,0.000171195571072954,0.0059337032382248,0.010064318453476,-0.023879048358693,-0.00353148510000989,-4.80764830029782E-05,4.22811872797708,3,0.276801938219261,4.16602738509211,2,0.248940036341611,4.41842427042469,3,0.445184736523319,4.17548858292567,3,0.256208358570563,0.15473106325183,0.810422490149325,0.362877653446037,0.440239775486116,0.0620913428849645,0.417125480568381,0.379733279988153,0.663462589998455,0.178183560237798,-0.190305542447618,0.4855234871371,0.313789756307337,0.6394794171638,0.194173429537229,0.0526301450514071,0.419027551837251,0.377757420428704,0.906090552686763,0.0428283977238339,-0.252396885332582,0.916718789034961,0.0377638672747869,0.982652741130086,0.00759993003727557,-0.00946119783355748,0.328933389215627,0.482892040119931,0.772938551481152,0.111855031066702,0.242935687499025,,,,,,,,,
FT0390,FT0390,43.4502600883293,297.153923259041,C10-LAS (TENTATIVE);Auraptene;aurapten_[M-H]-,4,0.00827000024932641,0.0212885696408491,0.00605602443250591,0.0400381881304108,-0.0213416695255062,0.0218752485909079,0.00942823490798269,0.0237925735928379,0.00567265233421006,0.0454775847285161,0.0258996302689571,0.0215775052145831,MS2_match,297.153337081781,297.156904782702,42.5272270166069,44.0253760325174,10,296;1518;2908;4177;5300;6386;7448;9212;10283;11383;16060,79.95731;80.96491;119.0497;133.0653;155.9877;170.0043;182.4541;183.0123;184.0195;195.0107;196.0203;197.0272;198.0351;211.0425;212.0509;225.0589;226.0668;233.1912;239.0751;240.0815;253.0892;254.0976;267.1065;281.1212;296.242;297.1531;298.0237;298.2243|25893;590;64400;5292;11522;37108;4884;2051362;111894;4074;3325;90573;22559;8252;7960;15595;5186;10711;15084;3083;3819;1389;2043;531;5081;2721067;862;763,1,0.00916702883526618,0.0215788156854197,0.00944875742659984,0.0281218084174152,-0.0231887530383963,0.0228327612953038,-0.0465204935858772,0.00133247305796529,0.0360969488472425,0.00775084403236183,0.0213252378993223,0.0161271446921466,-0.0336235174413168,-0.0117506873942531,0.0117714981406915,-0.0337969110939712,0.0134212169610738,-0.0465802066414837,-0.0119884363567364,-0.0351746999102518,0.0102936314769203,0.0243659673593382,0.0185920416887661,0.0308111698020359,-0.0269191977833051,0.0182371263618791,-0.0551319970697477,0.00386994492437879,0.0373725673172008,0.00869469526182996,0.0250872979011869,0.0218597677851761,-0.0339345975381983,-0.0179734299812664,0.0141445712052789,-0.0356641941388162,0.0144530206440944,-0.0480595672388571,-0.0123069704825921,-0.0373686998979346,6.22508384251715,3,0.980012113870382,6.29509061700558,2,0.980617807389461,6.13186368256425,3,0.967898243488795,6.06808549902321,3,0.97213809812235,0.271680800553088,0.565941051712657,0.487032615738467,0.312441953855321,-0.0700067744884327,0.643988077201337,0.19112217309609,0.79609772386038,0.0990336177795192,0.0932201599528995,0.334674614597481,0.475377228061533,0.510525845949348,0.291982266370325,0.156998343493941,0.538411179418514,0.268885931121811,0.906090552686763,0.0428283977238339,0.163226934441332,0.29142328489374,0.535475750792334,0.756778622080458,0.121031144634309,0.227005117982374,0.794023132374281,0.100166845033656,0.895051111179261,0.048152163936239,0.063778183541042,,784087414536573757_UNKNOWN_Feature:FT0390|RT:43.312|TIC:20973045|ID:Consensus_MS2_spectrum_of_26,0.963,Polyketides,0.112,Aromatic polyketides,0.027,Catechols with side chains,0.17
FT0391,FT0391,89.689255118516,297.133670881135,Z1751058681 (Chimeric precursor selection)_[M+Cl]-;Z17510586,2,0.0167899342839881,-0.0244288463991336,0.0214538944849324,-0.0118804803627377,0.0198660896163585,0.0728390959573563,0.0174307599115854,-0.0312558712518306,0.0158944527218814,-0.00704186327521993,-0.00325595211580058,0.0988131121581356,MS2_exist,297.133649022913,297.133830555581,88.1878483311599,92.0867511998719,5,1517;6384;7447;8444;10282;12398;13260;13678;14200;16950;18133,59.0145;101.0245;163.0627;183.0137;297.1477|518;269;108;264;120,1,0.0167973978611723,-0.0243531134590832,0.020308253093755,-0.0158820777617026,0.0303956308140374,0.0683320151552383,-0.0379656318809531,-0.0384763792327126,0.0209458901540311,0.0195481282490952,-0.010161453874225,-0.0148771487117739,-0.0337360640870808,0.0013710341067665,-0.0404349560020857,0.054614581084829,0.0375116404556209,-0.0267545515431779,0.0167123554347512,0.00122718714626948,0.017427030750122,-0.0310972454558907,0.0128924804589557,-0.0150799710976219,0.0116168500858239,0.102591983035749,-0.0413213512148678,-0.0395678200742725,0.0183464905325747,0.0207990002022709,-0.013022956263134,-0.0139954363351727,-0.0411885822887289,-0.00281031623325677,-0.0449825339688692,0.0560351766641341,0.0444362822588013,-0.0237467976499528,0.0197636133997101,0.00129557831050577,4.51017542380905,3,0.480314960629921,4.71257596158726,2,0.598425196850394,4.90284137346369,3,0.69473046638401,4.87332887719192,3,0.698364627498486,0.183648344991876,0.736012981090179,0.392525750747548,0.406131847095223,-0.202400537778203,0.0867737851038391,1.06161145805289,0.382613861426796,0.417239300298996,-0.392665949654634,0.190004336325192,0.721236487359736,0.370789527337565,0.430872540664909,-0.363153453382862,0.423321076083662,0.373330108565979,0.906090552686763,0.0428283977238339,-0.190265411876431,0.610408135719782,0.214379686595343,0.911993242722904,0.0400083794994645,-0.160752915604658,0.916650594634345,0.0377961754960997,0.95482027239199,0.0200783687870763,0.0295124962717725,"2-(hydroxymethyl)-6-(3-phenylpropoxy)oxane-3,4,5-triol",784087414570128193_UNKNOWN_Feature:FT0391|RT:85.053|TIC:25534|ID:Consensus_MS2_spectrum_of_9,0.992,Shikimates and Phenylpropanoids,0.762,Phenylethanoids (C6-C2),0.582,Phenylethanoids,0.582
FT0392,FT0392,434.309509224494,297.136541254038,Spectral Match to Piribedil from NIST14_M+H;Piribedil_[M+H];,1,0.0119564924744082,-0.00911235352397017,-0.00673858401318861,0.0159582940825894,0.0231476608080037,-0.000595314294031718,0.012694128226835,-0.0111766599127158,-0.0117536751368582,0.0158398632711227,-0.025251898030804,0.0029802114886608,MS2_exist,297.135524502804,297.136556422621,433.054392438109,435.5301125578,3,295;6385;7446;12885;13261;13679;14201;16061;16951;17554;18134,84.04758;109.0409;127.0504;128.0345;145.0586;145.0623;151.068;297.1352|48;36;389;155;357;637;36;48,1,0.0120022576066349,-0.00908543901919793,-0.00585679388792068,0.0221042638996813,0.018182946082425,0.000556651981823489,0.000204720713850609,0.0071937210237496,0.00938312543576964,0.011742901093459,-0.0115709807693509,0.0197515513385684,0.000551315638638134,-0.00946270833095912,-0.000898483148542835,0.00503929386400686,0.0169195628206676,-0.0047944934722234,-0.00659793919595832,0.017679223338524,0.0127257020004315,-0.0111431231276084,-0.00719768869237964,0.0246917032753107,0.0200432919048683,0.0068967460326914,0.00387390792902056,0.00759043391755534,0.00976729452624024,0.0124959063157364,-0.015159507562584,0.02071286555016,0.00239171527326133,-0.00871340998769709,-0.00038944520582367,0.00467101039983836,0.0182239958108809,-0.00364395591576644,-0.00648860534730591,0.018859610987702,4.17776963159366,3,0.231980617807389,4.25677156308895,2,0.301029678982435,4.44887416373026,3,0.459721380981224,4.21716733422048,3,0.27740763173834,0.421888418230289,0.374802396798058,0.618394668143775,0.208734263600921,-0.0790019314952888,0.0561796485040967,1.25042098235069,0.320943251488802,0.493571751844442,-0.271104532136603,0.649191226062409,0.187627358375118,0.767332255673037,0.115016545359315,-0.0393977026268209,0.15265816025916,0.816279975768842,0.906090552686763,0.0428283977238339,-0.192102600641314,0.557457884418871,0.253787937706509,0.889646142124634,0.0507827001882457,0.0396042288684679,0.062546101359733,1.20379975568636,0.660901417456428,0.179863316683293,0.231706829509782,3-(Diisopropylamino(1-oxo-4-pentynyl)phosphinyloxy)propionitrile,784087414599488325_UNKNOWN_Feature:FT0392|RT:433.229|TIC:9619|ID:Consensus_MS2_spectrum_of_3,0.038,Amino acids and Peptides,0.893,Small peptides,0.983,Dipeptides,0.497
FT0393,FT0393,486.807187896586,296.928996492274,6-methyl-2-(trichloromethyl)chromen-4-one CollisionEnergy:10,1,0.0197113543519979,-0.011717491779569,-0.0033623863358647,0.00244955481526463,0.0290044802225836,-0.0178553035690263,0.0209998411882847,-0.0147377725284945,-0.00668995423173886,0.000695225791638293,-0.0372208533769841,-0.00970192273793032,MS2_exist,296.926707437767,296.953122676555,485.984860869224,487.132446021285,3,1516;4176;11382;12399;13262;14202;14766;15385;16062;16952;17555,78.95923;80.96361;127.0499;143.0442;149.9822;153.0279;167.9992;171.0392;176.9365;225.0173;253.0152|72;366;36;36;36;60;36;36;36;48;36,1,0.0194827456807347,-0.0118055351819651,-0.00318980233196338,0.0114165450069973,0.0250527562454201,-0.019414646783993,-0.0131869086003792,0.00189165181401368,-0.00826171101410165,0.0193054987710956,-0.0135702603647571,0.00725840205219267,0.0205754406060835,-0.00593520425084428,0.0142800561151411,0.010633050522192,0.0128266510328059,-0.0112786711847468,-0.0301750497012641,0.000633892270963723,0.0207503592831083,-0.0149772743582294,-0.00619453078974485,0.0118599456279919,0.034132956101814,-0.0110055098755924,-0.0134586029598511,0.00111592211412898,-0.00932131391304888,0.0206315499422367,-0.0181218114815221,0.00477878138185875,0.0224613056919206,-0.00320434992637571,0.0146748247684646,0.0107969223312296,0.0150275200929436,-0.0106366900066307,-0.0315624384865888,0.000874188130257995,3.91580136438808,3,0.105996365838886,3.98032845500415,2,0.143549364021805,4.31046148875979,3,0.388249545729861,3.99313190657738,3,0.154451847365233,0.465920085860765,0.331688566670338,0.65005727961609,0.18704837393379,-0.0645270906160653,0.0651335220191081,1.18619543722424,0.335548465752806,0.474244742592328,-0.394660124371708,0.380700936550324,0.41941605479021,0.548839411692655,0.260554709863121,-0.0773305421892929,0.194524653324204,0.7110253499981,0.906090552686763,0.0428283977238339,-0.330133033755642,0.900265478666027,0.0456294028736974,0.98263917493558,0.0076059258116098,-0.0128034515732276,0.121304810727405,0.916121975465354,0.772938551481152,0.111855031066702,0.317329582182415,"3-Hydroxy-8-(5-nitrofuran-2-yl)-3-oxo-3lambda6-thia-2,4,7,9-tetrazabicyclo[4.3.0]nona-1(6),3,8-trien-5-imine",784087414628848457_UNKNOWN_Feature:FT0393|RT:486.23|TIC:8734|ID:Consensus_MS2_spectrum_of_3,0.009,Alkaloids,0.749,Histidine alkaloids,0.729,Imidazole alkaloids,0.732
FT0394,FT0394,43.1228905045852,298.156690756238,PYR_300.1709_10.6;MassbankEU:ET171001 PYR_300.1709_10.6|Pyri,1,0.00855248011177086,0.0185343204762023,0.00622872574073523,0.0361394428017105,-0.0121417689326538,0.0186817475153083,0.00964529015320043,0.0205423310292922,0.00568114931120303,0.041208455697438,0.0149961244344191,0.0211707397052403,No_MS2,298.155223874756,298.157792793774,42.3110655201584,44.0253760325174,8,298;1521;2910;4179;5301;6387;9213;11384;15386;16063;17556,,0,0.00927036491756168,0.0187831477799395,0.00906109794885199,0.0276024766436354,-0.0145959282083071,0.0196350855796099,-0.0481149043943562,-0.00356069045070619,-0.00941910856283462,0.0078856958071872,0.0184911040710553,0.0153785975035091,-0.028203407533057,-0.00892660124260746,-0.0410660569702592,-0.0261934741475343,0.0158012487511998,-0.0481606591224849,-0.00950116733417379,-0.0357940813121755,0.010337011723148,0.0210424811134804,0.0171093203037513,0.0301169342641859,-0.0167297392337583,0.0186737729301528,-0.0564069965633238,-0.00170518441177257,-0.0103755201610632,0.00880046264874361,0.0216427949299263,0.0203322566712377,-0.0282886453994401,-0.0139636820271682,-0.0436289507079407,-0.0277665479149884,0.0175624860932081,-0.0493512973771284,-0.00948092262204092,-0.036301174176418,5.4266129835567,3,0.874621441550575,5.47138701886647,2,0.88915808600848,5.3614156976988,3,0.855239248940036,5.27771752130667,3,0.840096910963053,0.376695823691679,0.424009194656602,0.576225800804803,0.239407299862803,-0.0447740353097696,0.721997349793201,0.141464396574822,0.847205134689818,0.0720114207467746,0.065197285857896,0.328256370859608,0.48378683629005,0.505064528369953,0.296653131733436,0.148895462250024,0.647171954141494,0.188980311583524,0.906090552686763,0.0428283977238339,0.109971321167666,0.333352352659314,0.477096475461613,0.796930464078048,0.0985795711818857,0.193669497559793,0.713409280473833,0.146661245386844,0.852888285345617,0.0691078507026818,0.0836981763921276,,,,,,,,,
