ID,IGF_1_1_1_Met_PB_06_12_20,IGF_1_2_1_Met_PB_06_12_20,IGF_1_3_1_Met_PB_06_12_20,QC1,QC2,Rapamycin_1_1_Met_PB_6_12_20,Rapamycin_2_1_Met_PB_6_12_20,Rapamycin_3_1_Met_PB_6_12_20,V__Control_1_1_Met_PB_6_12_20,V__Control_2_1_Met_PB_6_12_20,V__Control_3_1_Met_PB_6_12_20
FT0072,5.83651608682772,5.72554844014686,5.77957533246905,5.69781803284312,5.67767259538947,5.69797690172737,5.62024941819735,5.38992627892403,5.62584664099652,5.66405329347124,5.54128568380324
FT0073,4.91468272715765,4.74400447882702,4.82817097605006,4.80522769009928,4.79624776350587,4.76676816533743,4.76432792857618,4.95351827101139,4.94385929136283,4.88208437098688,4.78334399605032
FT0074,4.69331960079078,4.45981697498441,4.65388514129817,4.78988456600357,4.85564195743689,4.79008924056899,4.78495265422617,5.13093821317623,4.80490321385925,4.89284164113206,4.75785745365717
FT0075,4.82749104644119,4.46630133740899,4.73989574867496,4.80725416218516,5.01847428146445,4.9646113542879,4.81806469815098,6.14060523524032,4.83114392908815,5.14338706338501,5.07027301036881
FT0076,4.62972418891783,4.49358240794824,4.58654943165821,4.42993489435405,4.37973561135444,4.32167267756162,4.48362392544453,3.99761662304524,4.60082719292158,4.48115813272046,4.34900337932309
FT0077,4.67746246555562,4.58710618016852,4.62352315592334,4.46277136457972,4.50150642859942,4.55471085074353,4.44727657654301,3.65355905035131,4.49030037664576,4.47635917252555,4.25647381767407
FT0078,5.15948907936912,5.00826225817272,5.11209486746645,5.04541982323505,5.03289577992088,5.02458693094496,4.99365505458203,5.28860956073562,5.09922667989472,5.17916247028107,4.98612030549498
FT0079,4.83289373488695,4.6385169593073,4.68400116512804,4.44280387044905,4.65576394784466,4.56907398814058,4.826377037537,5.76456128733688,4.53600668840918,4.75246164928095,4.7034940626704
FT0080,4.52335007503803,4.37872346169586,4.4801828416822,4.27569594273903,4.46726959488201,4.18171165200827,4.25240010359856,4.15476553360664,4.28726094573231,4.20257228119824,4.21470168050636
FT0081,5.6156477448053,5.47114905281792,5.48764202489785,5.47049293881809,5.49762981525497,5.40278027123313,5.4118315265359,3.92842829908101,5.59667523204923,5.66840521986266,5.47738171478451
